trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
553,False,"{'a': 0.7, 'e': 0.4469999999999995}",20,0,3.460464654157914,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
554,False,"{'a': 0.7, 'e': 0.4459999999999995}",20,0,-38.41625994041416,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
555,False,"{'a': 0.7, 'e': 0.4449999999999995}",20,2,-68.90265976839183,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
556,False,"{'a': 0.7, 'e': 0.4439999999999995}",20,3,-33.83682670690083,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
557,False,"{'a': 0.7, 'e': 0.4429999999999995}",25,0,-43.46414070341396,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 0}",0
558,False,"{'a': 0.7, 'e': 0.4419999999999995}",25,6,-58.53862434625217,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 1}",1
559,False,"{'a': 0.7, 'e': 0.4409999999999995}",35,0,-79.5483469379077,"{0: 24, 1: 4, 2: 6, 3: 0, 4: 1}",1
560,False,"{'a': 0.7, 'e': 0.4399999999999995}",20,0,-59.25426080481182,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
561,False,"{'a': 0.7, 'e': 0.4389999999999995}",20,0,-15.738178090945068,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
562,False,"{'a': 0.7, 'e': 0.4379999999999995}",25,0,14.837715938256864,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
563,False,"{'a': 0.7, 'e': 0.4369999999999995}",20,8,-33.25275250383324,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
564,False,"{'a': 0.7, 'e': 0.4359999999999995}",30,5,-93.7468225996933,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",1
565,False,"{'a': 0.7, 'e': 0.4349999999999995}",25,13,-13.191646630103957,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
566,False,"{'a': 0.7, 'e': 0.4339999999999995}",30,8,-40.0703622149723,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
567,False,"{'a': 0.7, 'e': 0.4329999999999995}",30,14,-19.656490236625018,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
568,False,"{'a': 0.7, 'e': 0.4319999999999995}",20,11,-5.74329482893336,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
569,False,"{'a': 0.7, 'e': 0.4309999999999995}",20,13,13.86567859741218,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.7, 'e': 0.4299999999999995}",35,16,-2.828268862164572,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
571,False,"{'a': 0.7, 'e': 0.4289999999999995}",20,10,16.813316205845663,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.7, 'e': 0.4279999999999995}",20,8,20.384283324333026,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.7, 'e': 0.4269999999999995}",20,0,15.299748833870956,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
574,False,"{'a': 0.7, 'e': 0.4259999999999995}",30,14,-78.50288249326907,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 1}",1
575,False,"{'a': 0.7, 'e': 0.4249999999999995}",30,4,-9.454272717567427,"{0: 22, 1: 0, 2: 4, 3: 0, 4: 0}",1
576,False,"{'a': 0.7, 'e': 0.4239999999999995}",20,0,1.5929377146879111,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
577,False,"{'a': 0.7, 'e': 0.4229999999999995}",25,0,31.106474211453314,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
578,False,"{'a': 0.7, 'e': 0.4219999999999995}",30,7,-6.965604030964133,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 0}",1
579,False,"{'a': 0.7, 'e': 0.4209999999999995}",25,11,-85.63101537240688,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 2}",1
580,False,"{'a': 0.7, 'e': 0.4199999999999995}",20,4,13.61356785117075,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
581,False,"{'a': 0.7, 'e': 0.4189999999999995}",20,10,-23.687838348764725,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
582,False,"{'a': 0.7, 'e': 0.4179999999999995}",20,5,14.6873314751434,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
583,False,"{'a': 0.7, 'e': 0.4169999999999995}",25,3,-23.504560510376635,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
584,False,"{'a': 0.7, 'e': 0.4159999999999995}",20,0,9.22844518083487,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
585,False,"{'a': 0.7, 'e': 0.4149999999999995}",20,15,-13.141207523079895,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
586,False,"{'a': 0.7, 'e': 0.4139999999999995}",25,0,-32.64853461835693,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
587,False,"{'a': 0.7, 'e': 0.4129999999999995}",25,0,-61.742965313382776,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
588,False,"{'a': 0.7, 'e': 0.4119999999999995}",20,0,-29.299420778642215,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
589,False,"{'a': 0.7, 'e': 0.4109999999999995}",25,6,0.9937246171749434,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
590,False,"{'a': 0.7, 'e': 0.4099999999999995}",20,6,-7.438255107735221,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
591,False,"{'a': 0.7, 'e': 0.4089999999999995}",20,0,-29.29807181088121,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
592,False,"{'a': 0.7, 'e': 0.4079999999999995}",20,0,-29.925778152055916,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
593,False,"{'a': 0.7, 'e': 0.4069999999999995}",20,7,-31.75419749230245,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
594,False,"{'a': 0.7, 'e': 0.4059999999999995}",25,1,-93.49893133160042,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 1}",1
595,False,"{'a': 0.7, 'e': 0.40499999999999947}",25,0,-24.84552804411838,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",1
596,False,"{'a': 0.7, 'e': 0.40399999999999947}",25,15,3.697839160055043,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
597,False,"{'a': 0.7, 'e': 0.40299999999999947}",30,5,-40.47159082740861,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",1
598,False,"{'a': 0.7, 'e': 0.40199999999999947}",25,0,-30.86255711618849,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
599,False,"{'a': 0.7, 'e': 0.40099999999999947}",20,0,-7.310801284904374,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
600,False,"{'a': 0.7, 'e': 0.39999999999999947}",30,15,-3.838850583822637,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
601,False,"{'a': 0.7, 'e': 0.39899999999999947}",20,0,-16.033255954950846,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
602,False,"{'a': 0.7, 'e': 0.39799999999999947}",20,0,-21.73561471888974,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
603,False,"{'a': 0.7, 'e': 0.39699999999999946}",25,10,7.9471414495204,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
604,False,"{'a': 0.7, 'e': 0.39599999999999946}",25,3,-31.318181375759238,"{0: 17, 1: 2, 2: 1, 3: 2, 4: 0}",1
605,False,"{'a': 0.7, 'e': 0.39499999999999946}",20,13,13.520428852078526,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.7, 'e': 0.39399999999999946}",30,18,22.872689799093322,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.7, 'e': 0.39299999999999946}",20,4,-69.06936515602315,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
608,False,"{'a': 0.7, 'e': 0.39199999999999946}",20,10,-4.837585943545843,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
609,False,"{'a': 0.7, 'e': 0.39099999999999946}",20,6,12.037323857491145,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
610,False,"{'a': 0.7, 'e': 0.38999999999999946}",20,4,-33.758441445933684,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 0}",1
611,False,"{'a': 0.7, 'e': 0.38899999999999946}",25,0,1.779155207881514,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
612,False,"{'a': 0.7, 'e': 0.38799999999999946}",25,11,24.498372153198556,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.7, 'e': 0.38699999999999946}",20,12,-8.061605700887515,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
614,False,"{'a': 0.7, 'e': 0.38599999999999945}",25,0,28.988882125603645,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
615,False,"{'a': 0.7, 'e': 0.38499999999999945}",25,11,3.625439190524785,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
616,False,"{'a': 0.7, 'e': 0.38399999999999945}",30,12,19.65065684754105,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.7, 'e': 0.38299999999999945}",25,12,7.970583241696863,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
618,False,"{'a': 0.7, 'e': 0.38199999999999945}",35,0,-50.60402969125168,"{0: 30, 1: 0, 2: 3, 3: 1, 4: 1}",0
619,False,"{'a': 0.7, 'e': 0.38099999999999945}",30,18,-37.87036468332578,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
620,False,"{'a': 0.7, 'e': 0.37999999999999945}",25,0,10.172230227321254,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
621,False,"{'a': 0.7, 'e': 0.37899999999999945}",20,7,13.159438582353475,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
622,False,"{'a': 0.7, 'e': 0.37799999999999945}",20,0,-130.9331247630228,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
623,False,"{'a': 0.7, 'e': 0.37699999999999945}",20,0,-27.98693267722736,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
624,False,"{'a': 0.7, 'e': 0.37599999999999945}",20,12,-22.56040764504913,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
625,False,"{'a': 0.7, 'e': 0.37499999999999944}",25,10,-8.180378092707695,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
626,False,"{'a': 0.7, 'e': 0.37399999999999944}",25,0,3.27694552669374,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
627,False,"{'a': 0.7, 'e': 0.37299999999999944}",30,0,-110.07274137674747,"{0: 24, 1: 2, 2: 1, 3: 0, 4: 3}",0
628,False,"{'a': 0.7, 'e': 0.37199999999999944}",30,0,-39.464735152111,"{0: 23, 1: 1, 2: 6, 3: 0, 4: 0}",0
629,False,"{'a': 0.7, 'e': 0.37099999999999944}",30,16,15.633166953315119,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.7, 'e': 0.36999999999999944}",30,17,-13.36549085239262,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
631,False,"{'a': 0.7, 'e': 0.36899999999999944}",20,0,-4.146395855146408,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
632,False,"{'a': 0.7, 'e': 0.36799999999999944}",20,0,-25.767904320408434,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
633,False,"{'a': 0.7, 'e': 0.36699999999999944}",30,17,-12.77406069822418,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
634,False,"{'a': 0.7, 'e': 0.36599999999999944}",30,4,-63.44902382999,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 2}",1
635,False,"{'a': 0.7, 'e': 0.36499999999999944}",20,0,-6.698659974046955,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
636,False,"{'a': 0.7, 'e': 0.36399999999999944}",25,1,40.876673531691154,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.7, 'e': 0.36299999999999943}",20,3,-14.484203104664026,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
638,False,"{'a': 0.7, 'e': 0.36199999999999943}",25,5,7.147506438034132,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
639,False,"{'a': 0.7, 'e': 0.36099999999999943}",25,3,-8.180919278290036,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
640,False,"{'a': 0.7, 'e': 0.35999999999999943}",25,0,-31.367803426160723,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
641,False,"{'a': 0.7, 'e': 0.35899999999999943}",20,6,23.343473498441025,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.7, 'e': 0.35799999999999943}",30,16,-48.81670595116622,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
643,False,"{'a': 0.7, 'e': 0.35699999999999943}",20,11,14.97877098582553,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.7, 'e': 0.35599999999999943}",25,14,6.147282361609473,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
645,False,"{'a': 0.7, 'e': 0.3549999999999994}",20,9,-0.66657940345739,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
646,False,"{'a': 0.7, 'e': 0.3539999999999994}",20,13,2.719660171754478,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
647,False,"{'a': 0.7, 'e': 0.3529999999999994}",30,1,-11.944952968154494,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 1}",1
648,False,"{'a': 0.7, 'e': 0.3519999999999994}",20,9,-0.42353050325065045,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
649,False,"{'a': 0.7, 'e': 0.3509999999999994}",20,0,-26.240140109112176,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
650,False,"{'a': 0.7, 'e': 0.3499999999999994}",25,0,-87.65648868333582,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
651,False,"{'a': 0.7, 'e': 0.3489999999999994}",30,0,-7.925549232930347,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
652,False,"{'a': 0.7, 'e': 0.3479999999999994}",30,20,4.3176120147473425,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.7, 'e': 0.3469999999999994}",30,5,-20.298386103242706,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",1
654,False,"{'a': 0.7, 'e': 0.3459999999999994}",25,0,15.498899031574089,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
655,False,"{'a': 0.7, 'e': 0.3449999999999994}",30,0,7.974911438661788,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
656,False,"{'a': 0.7, 'e': 0.3439999999999994}",25,15,-6.523801383608829,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
657,False,"{'a': 0.7, 'e': 0.3429999999999994}",30,15,-13.848299637991083,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
658,False,"{'a': 0.7, 'e': 0.3419999999999994}",20,10,13.850019682509718,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.7, 'e': 0.3409999999999994}",20,0,-32.994150687665744,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
660,False,"{'a': 0.7, 'e': 0.3399999999999994}",25,15,-59.87928519547069,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 1}",1
661,False,"{'a': 0.7, 'e': 0.3389999999999994}",30,23,13.267276912931177,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.7, 'e': 0.3379999999999994}",25,0,-61.72497215252676,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
663,False,"{'a': 0.7, 'e': 0.3369999999999994}",30,0,-29.462929410730982,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
664,False,"{'a': 0.7, 'e': 0.3359999999999994}",30,12,-33.52441774532079,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
665,False,"{'a': 0.7, 'e': 0.3349999999999994}",25,17,9.488754388565722,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.7, 'e': 0.3339999999999994}",20,10,17.88486947378637,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.7, 'e': 0.3329999999999994}",30,0,-1.73830516887047,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
668,False,"{'a': 0.7, 'e': 0.3319999999999994}",25,0,28.58680829744489,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
669,False,"{'a': 0.7, 'e': 0.3309999999999994}",20,7,21.83626693358454,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.7, 'e': 0.3299999999999994}",20,11,15.81847817950907,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.7, 'e': 0.3289999999999994}",20,14,-2.1082251916563055,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
672,False,"{'a': 0.7, 'e': 0.3279999999999994}",20,0,-21.093661597832785,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
673,False,"{'a': 0.7, 'e': 0.3269999999999994}",25,15,12.864710127311525,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.7, 'e': 0.3259999999999994}",25,0,-7.132737163134596,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
675,False,"{'a': 0.7, 'e': 0.3249999999999994}",20,0,-5.302021578902028,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
676,False,"{'a': 0.7, 'e': 0.3239999999999994}",25,3,-23.567110031096355,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
677,False,"{'a': 0.7, 'e': 0.3229999999999994}",30,3,-4.7864256294723555,"{0: 22, 1: 3, 2: 2, 3: 0, 4: 0}",1
678,False,"{'a': 0.7, 'e': 0.3219999999999994}",20,11,-7.429690181614275,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
679,False,"{'a': 0.7, 'e': 0.3209999999999994}",20,13,2.5943271251295252,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
680,False,"{'a': 0.7, 'e': 0.3199999999999994}",30,0,-85.16823588685143,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 3}",0
681,False,"{'a': 0.7, 'e': 0.3189999999999994}",20,0,-74.8699944271286,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
682,False,"{'a': 0.7, 'e': 0.3179999999999994}",25,11,27.786290255812986,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.7, 'e': 0.3169999999999994}",20,0,-10.299576066862414,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
684,False,"{'a': 0.7, 'e': 0.3159999999999994}",20,0,2.057255812678547,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
685,False,"{'a': 0.7, 'e': 0.3149999999999994}",25,11,-21.881686353816722,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
686,False,"{'a': 0.7, 'e': 0.3139999999999994}",25,3,-9.31203780931212,"{0: 20, 1: 0, 2: 0, 3: 2, 4: 0}",1
687,False,"{'a': 0.7, 'e': 0.3129999999999994}",25,9,-37.675762225027505,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 1}",1
688,False,"{'a': 0.7, 'e': 0.3119999999999994}",20,13,13.045879736278762,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.7, 'e': 0.3109999999999994}",25,15,19.65035624410685,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.7, 'e': 0.3099999999999994}",25,1,-34.23658078807202,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 0}",1
691,False,"{'a': 0.7, 'e': 0.3089999999999994}",20,3,8.13491155185746,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
692,False,"{'a': 0.7, 'e': 0.3079999999999994}",25,13,1.2179893692264918,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
693,False,"{'a': 0.7, 'e': 0.3069999999999994}",20,15,8.709453839728342,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.7, 'e': 0.3059999999999994}",20,10,17.526731559888937,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.7, 'e': 0.3049999999999994}",25,0,-10.120341272913628,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
696,False,"{'a': 0.7, 'e': 0.3039999999999994}",20,6,13.192085609457317,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.7, 'e': 0.3029999999999994}",30,2,-2.0341970962058213,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 1}",1
698,False,"{'a': 0.7, 'e': 0.3019999999999994}",30,16,0.10211267946077851,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
699,False,"{'a': 0.7, 'e': 0.3009999999999994}",25,13,3.9214676504564983,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
700,False,"{'a': 0.7, 'e': 0.2999999999999994}",30,0,-142.49410758558992,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 4}",0
701,False,"{'a': 0.7, 'e': 0.2989999999999994}",20,5,-4.31331235875091,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
702,False,"{'a': 0.7, 'e': 0.2979999999999994}",20,9,-22.242106063881717,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
703,False,"{'a': 0.7, 'e': 0.2969999999999994}",30,14,31.588839753115817,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.7, 'e': 0.2959999999999994}",20,0,8.698907497723186,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
705,False,"{'a': 0.7, 'e': 0.2949999999999994}",20,5,9.521010364375872,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.7, 'e': 0.2939999999999994}",20,0,-59.09716626285433,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
707,False,"{'a': 0.7, 'e': 0.29299999999999937}",20,0,3.8678474109199703,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
708,False,"{'a': 0.7, 'e': 0.29199999999999937}",35,19,4.7049411818535125,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
709,False,"{'a': 0.7, 'e': 0.29099999999999937}",25,1,21.447888698739117,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.7, 'e': 0.28999999999999937}",25,9,-5.6167130383700385,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
711,False,"{'a': 0.7, 'e': 0.28899999999999937}",35,12,-80.20336014132852,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 2}",1
712,False,"{'a': 0.7, 'e': 0.28799999999999937}",30,21,16.231863003972848,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.7, 'e': 0.28699999999999937}",20,16,8.81984317362685,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.7, 'e': 0.28599999999999937}",20,5,11.817542006617543,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
715,False,"{'a': 0.7, 'e': 0.28499999999999936}",30,13,-34.85671520614883,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
716,False,"{'a': 0.7, 'e': 0.28399999999999936}",20,4,-52.767170793577066,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
717,False,"{'a': 0.7, 'e': 0.28299999999999936}",25,5,-42.8468304038986,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",1
718,False,"{'a': 0.7, 'e': 0.28199999999999936}",20,9,17.247178081836005,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.7, 'e': 0.28099999999999936}",20,0,-16.58522325387843,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
720,False,"{'a': 0.7, 'e': 0.27999999999999936}",25,2,5.727106871418286,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
721,False,"{'a': 0.7, 'e': 0.27899999999999936}",25,0,-10.705432956590508,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
722,False,"{'a': 0.7, 'e': 0.27799999999999936}",20,8,20.547078893732678,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.7, 'e': 0.27699999999999936}",20,2,-33.19371894340668,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
724,False,"{'a': 0.7, 'e': 0.27599999999999936}",20,12,-25.048688377288773,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
725,False,"{'a': 0.7, 'e': 0.27499999999999936}",25,20,9.999732216073893,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.7, 'e': 0.27399999999999936}",30,8,25.67738055550503,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
727,False,"{'a': 0.7, 'e': 0.27299999999999935}",20,6,13.63220935750192,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
728,False,"{'a': 0.7, 'e': 0.27199999999999935}",35,0,1.2073809140239673,"{0: 31, 1: 0, 2: 3, 3: 1, 4: 0}",0
729,False,"{'a': 0.7, 'e': 0.27099999999999935}",35,18,-20.582426218280425,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
730,False,"{'a': 0.7, 'e': 0.26999999999999935}",20,2,-29.99028525324205,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
731,False,"{'a': 0.7, 'e': 0.26899999999999935}",25,16,19.015715478687415,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.7, 'e': 0.26799999999999935}",25,17,-4.766721121947821,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
733,False,"{'a': 0.7, 'e': 0.26699999999999935}",20,10,3.867240173051818,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
734,False,"{'a': 0.7, 'e': 0.26599999999999935}",30,12,16.927801395509142,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
735,False,"{'a': 0.7, 'e': 0.26499999999999935}",25,3,-23.19215863549596,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
736,False,"{'a': 0.7, 'e': 0.26399999999999935}",20,11,1.6186916792605202,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
